symbol_stack_unwind,num_filesystem_inputs,exit_status,perc_cpu_used,avg_size_unshared_data_area_Kb,num_waits,avg_size_unshared_text_area_Kb,max_resident_size_Kb,cpu_sec_user_mode,num_swapped,symbol_ro_data_local,avg_total_memory_used_Kb,symbol_unique_global,elapsed_real_time_sec,num_major_page_faults,symbol_ro_data_global,num_signals,num_involuntary_context_switch,symbol_text_global,FileName,num_minor_page_faults,symbol_text_local,FileSize,symbol_debug,num_socket_msg_sent,cpu_sec_kernel_mode,num_socket_msg_recv,num_filesystem_outputs
0,128,0,75%,0,153,0,61440,0.40,0,0,0,0,0.67,0,0,0,72,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_partition_tree.c.o,2890,0,3784,0,0,0.10,0,0
0,128,0,86%,0,133,0,63744,0.60,0,0,0,0,0.83,0,0,0,63,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_scale.c.o,2927,0,7768,0,0,0.12,0,0
0,128,0,91%,0,198,0,63808,0.58,0,0,0,0,0.75,0,0,0,44,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_two_ways.c.o,2927,0,6960,0,0,0.10,0,0
0,128,0,79%,0,150,0,62656,0.50,0,0,0,0,0.77,0,0,0,68,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_order.c.o,2912,0,4120,0,0,0.11,0,0
0,128,0,83%,0,154,0,62784,0.72,0,0,0,0,0.95,0,0,0,63,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_plot.c.o,2914,0,10112,0,0,0.07,0,0
0,128,0,81%,0,170,0,63360,0.55,0,1,0,0,0.78,0,0,0,48,6,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_util.c.o,2920,0,9496,0,0,0.09,0,0
0,256,0,87%,0,144,0,65472,1.07,0,0,0,0,1.32,0,0,0,78,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_distrib.c.o,2967,0,15200,0,0,0.08,0,0
0,128,0,78%,0,137,0,60288,0.39,0,0,0,0,0.63,0,0,0,41,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_comm.c.o,2872,0,1632,0,0,0.11,0,0
0,128,0,82%,0,138,0,60032,0.40,0,0,0,0,0.62,0,0,0,37,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_patoh.c.o,2868,0,1888,0,0,0.11,0,0
0,128,0,92%,0,169,0,66176,1.37,0,0,0,0,1.59,0,0,0,63,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_gather.c.o,2984,0,13472,0,0,0.09,0,0
